tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
526.00;48581495_0;136.48;13.20;44.00;0.57;399285448#0_0;5.10;0.00;tripinfo_veh72 routing_veh72;482.00;veh72;1;3607.08;0.97;0.00;106.00;veh_passenger;;6;33.00
527.00;242069229#2_0;52.46;14.97;75.00;0.80;45393784#3_0;5.10;0.00;tripinfo_veh123 routing_veh123;452.00;veh123;1;4882.37;1.10;0.00;127.96;veh_passenger;;6;32.00
527.00;397346465#0_0;98.15;5.68;198.00;0.75;389763220#0_1;5.10;0.00;tripinfo_veh327 routing_veh327;329.00;veh327;1;2586.39;0.82;0.00;72.07;veh_passenger;;2;26.00
527.00;242293667#1_0;57.98;12.56;295.00;0.03;84012043_0;5.10;7.83;tripinfo_veh489 routing_veh489;232.00;veh489;1;2632.82;0.94;0.00;52.17;veh_passenger;;1;10.00
527.00;714065877#4_0;2.15;14.23;365.00;0.66;269103490#1_0;5.10;0.00;tripinfo_veh604 routing_veh604;162.00;veh604;1;1875.63;1.06;0.00;21.00;veh_passenger;;0;0.00
529.00;552506218#1_0;52.70;12.87;254.00;0.05;-257862138_0;5.10;13.90;tripinfo_veh421 routing_veh421;275.00;veh421;1;2884.78;1.00;0.00;64.05;veh_passenger;;2;19.00
529.00;311654559#2_0;10.49;13.20;298.00;0.01;101892843#0_0;5.10;0.00;tripinfo_veh494 routing_veh494;231.00;veh494;1;2509.30;0.98;0.00;44.74;veh_passenger;;2;9.00
531.00;102321874#3_0;29.57;7.00;157.00;0.77;84012032#0_0;5.10;2.68;tripinfo_veh259 routing_veh259;374.00;veh259;1;3170.50;0.96;0.00;96.82;veh_passenger;;2;21.00
531.00;403123152#3_0;50.20;12.78;202.00;0.53;-403104438#2_0;5.10;0.00;tripinfo_veh334 routing_veh334;329.00;veh334;1;3196.68;0.96;0.00;63.82;veh_passenger;;3;25.00
531.00;1181247820_0;40.02;12.29;302.00;0.99;48915048_0;5.10;13.11;tripinfo_veh499 routing_veh499;229.00;veh499;1;2020.58;0.94;0.00;41.76;veh_passenger;;2;13.00
532.00;48581489_0;108.48;15.37;17.00;0.11;-403000154_0;5.10;3.15;tripinfo_veh28 routing_veh28;515.00;veh28;1;4129.59;1.13;0.00;214.31;veh_passenger;;6;122.00
532.00;241308395_0;54.76;4.77;416.00;0.99;-301927572#1_0;5.10;0.00;tripinfo_veh688 routing_veh688;116.00;veh688;1;983.43;1.18;0.00;38.10;veh_passenger;;2;10.00
534.00;1179654820_0;72.09;12.44;48.00;0.95;-485182256_0;5.10;2.73;tripinfo_veh78 routing_veh78;486.00;veh78;1;4018.29;0.98;0.00;153.96;veh_passenger;;6;81.00
534.00;61426867#2_1;38.50;21.28;92.00;0.31;-62105985#7_0;5.10;0.00;tripinfo_veh152 routing_veh152;442.00;veh152;1;4660.49;0.96;0.00;93.44;veh_passenger;;4;33.00
534.00;400051329#3_0;26.04;7.41;279.00;0.31;533793750#2_0;5.10;0.00;tripinfo_veh462 routing_veh462;255.00;veh462;1;2238.35;0.99;0.00;45.81;veh_passenger;;2;9.00
534.00;553296219#0_0;0.34;8.84;485.00;0.01;48537850_0;5.10;0.00;tripinfo_veh804 routing_veh804;49.00;veh804;1;504.03;0.96;0.00;9.68;veh_passenger;;0;0.00
535.00;242069235#1_0;91.00;14.53;115.00;0.99;48203216#1_0;5.10;0.00;tripinfo_veh189 routing_veh189;420.00;veh189;1;4557.49;1.08;0.00;118.88;veh_passenger;;5;30.00
536.00;893234899#1_1;104.27;15.70;160.00;0.75;533206673_0;5.10;15.72;tripinfo_veh264 routing_veh264;376.00;veh264;1;4662.96;1.13;0.00;128.00;veh_passenger;;3;49.00
537.00;-242069253_0;51.76;1.65;409.00;0.02;1154810061_0;5.10;13.87;tripinfo_veh678 routing_veh678;128.00;veh678;1;830.96;1.00;0.00;49.75;veh_passenger;;1;22.00
538.00;398010351_0;115.33;13.87;371.00;0.02;338566786#6_0;5.10;0.00;tripinfo_veh615 routing_veh615;167.00;veh615;1;1822.50;1.05;0.00;33.89;veh_passenger;;1;6.00
539.00;48203231#5_0;32.23;11.75;94.00;0.50;-48548765#1_0;5.10;6.35;tripinfo_veh155 routing_veh155;445.00;veh155;1;4278.18;0.93;0.00;77.44;veh_passenger;;3;23.00
539.00;-91011072#7_0;147.14;27.76;165.00;0.92;-304931617_0;5.10;10.51;tripinfo_veh272 routing_veh272;374.00;veh272;1;5967.96;1.26;0.00;103.22;veh_passenger;;3;38.00
540.00;48144962#2_0;54.87;11.36;117.00;0.58;81508871#2_0;5.10;0.00;tripinfo_veh193 routing_veh193;423.00;veh193;1;4054.12;0.90;0.00;96.57;veh_passenger;;3;18.00
540.00;45393781#2_0;16.65;12.41;194.00;0.37;241515845_0;5.10;0.00;tripinfo_veh321 routing_veh321;346.00;veh321;1;3459.01;0.98;0.00;81.66;veh_passenger;;4;31.00
541.00;48537822_0;30.28;12.85;127.00;0.32;-405513788_0;5.10;8.09;tripinfo_veh210 routing_veh210;414.00;veh210;1;4352.79;0.97;0.00;133.83;veh_passenger;;6;47.00
543.00;42201260#0_0;31.14;22.29;5.00;0.17;-476947029#1_0;5.10;2.61;tripinfo_veh8 routing_veh8;538.00;veh8;1;5055.25;0.94;0.00;122.17;veh_passenger;;2;45.00
544.00;48903049#9_1;0.20;12.16;67.00;0.65;399285453#1_0;5.10;0.00;tripinfo_veh110 routing_veh110;477.00;veh110;1;3752.20;0.96;0.00;86.73;veh_passenger;;4;20.00
544.00;402686088#1_0;1.86;11.68;368.00;0.04;241299690#1_0;5.10;0.00;tripinfo_veh610 routing_veh610;176.00;veh610;1;1463.33;0.93;0.00;42.45;veh_passenger;;2;11.00
546.00;118366335#1_0;42.55;14.05;173.00;0.48;553331426_2;2.67;0.00;tripinfo_veh286 routing_veh286;373.00;veh286;1;3540.68;1.02;0.00;114.41;veh_passenger;;4;48.00
546.00;48914847#0_0;45.42;13.99;178.00;0.05;329539307#2_0;5.10;0.00;tripinfo_veh295 routing_veh295;368.00;veh295;1;4591.48;1.09;0.00;78.60;veh_passenger;;4;27.00
546.00;-48102262#6_0;52.14;9.97;294.00;0.23;242069229#0_0;5.10;0.00;tripinfo_veh487 routing_veh487;252.00;veh487;1;2310.99;0.99;0.00;46.24;veh_passenger;;1;12.00
546.00;-242074471#5_0;24.97;15.20;338.00;0.20;42201260#4_1;5.10;0.00;tripinfo_veh560 routing_veh560;208.00;veh560;1;3683.82;1.17;0.00;19.95;veh_passenger;;0;0.00
546.00;271043918_0;151.35;14.07;360.00;0.48;61380534_0;5.10;0.00;tripinfo_veh596 routing_veh596;186.00;veh596;1;2926.03;1.07;0.00;27.87;veh_passenger;;0;0.00
547.00;404961427_0;47.84;2.52;140.00;0.66;241308375#1_0;5.10;0.00;tripinfo_veh231 routing_veh231;407.00;veh231;1;4494.77;1.09;0.00;88.68;veh_passenger;;3;11.00
548.00;98607731#1_0;38.32;13.28;238.00;0.94;403680149#2_1;1.30;0.00;tripinfo_veh393 routing_veh393;310.00;veh393;1;3250.13;0.99;0.00;47.09;veh_passenger;;1;7.00
548.00;641603087#3_0;0.20;12.17;278.00;0.52;397364884#0_1;5.10;0.00;tripinfo_veh460 routing_veh460;270.00;veh460;1;2614.73;0.89;0.00;54.25;veh_passenger;;3;18.00
548.00;48548766#0_0;67.18;11.70;280.00;0.11;-86484939_0;5.10;0.00;tripinfo_veh464 routing_veh464;268.00;veh464;1;1685.34;0.89;0.00;69.22;veh_passenger;;3;20.00
549.00;397364893#1_0;79.42;14.63;322.00;0.48;-86484940#1_0;5.10;0.00;tripinfo_veh533 routing_veh533;227.00;veh533;1;2289.82;1.11;0.00;60.29;veh_passenger;;4;18.00
550.00;258716882#1_0;0.51;12.58;393.00;0.91;-1181247817_0;5.10;5.17;tripinfo_veh650 routing_veh650;157.00;veh650;1;1520.62;0.99;0.00;28.26;veh_passenger;;2;6.00
550.00;397364883#0_0;36.13;8.77;407.00;0.43;-48102262#3_0;5.10;0.00;tripinfo_veh674 routing_veh674;143.00;veh674;1;1479.74;1.06;0.00;22.84;veh_passenger;;0;0.00
551.00;402440108#1_1;12.11;14.45;245.00;0.70;-1181247814_0;5.10;12.14;tripinfo_veh405 routing_veh405;306.00;veh405;1;2607.25;1.26;0.00;98.68;veh_passenger;;1;3.00
553.00;250033168#3_1;55.08;4.17;308.00;0.36;-48537854_0;5.10;0.00;tripinfo_veh510 routing_veh510;245.00;veh510;1;2177.55;1.24;0.00;105.21;veh_passenger;;3;59.00
553.00;45393775#2_0;29.74;14.84;425.00;0.33;48537842#1_1;5.10;0.00;tripinfo_veh704 routing_veh704;128.00;veh704;1;1057.47;1.10;0.00;52.10;veh_passenger;;1;11.00
554.00;480899731#1_0;33.79;14.10;386.00;0.54;514330567_0;5.10;0.00;tripinfo_veh639 routing_veh639;168.00;veh639;1;2000.93;1.05;0.00;30.57;veh_passenger;;1;2.00
555.00;-533204237#1_0;89.77;11.71;175.00;0.07;-45393773#4_0;5.10;0.00;tripinfo_veh290 routing_veh290;380.00;veh290;1;3640.82;0.89;0.00;68.98;veh_passenger;;2;24.00
555.00;552624531#1_0;39.84;11.88;250.00;0.27;542537667#2_0;5.10;0.00;tripinfo_veh414 routing_veh414;305.00;veh414;1;2731.39;0.86;0.00;71.32;veh_passenger;;1;43.00
555.00;241308383_0;51.07;13.50;409.00;4.84;542537659#6_0;5.10;0.00;tripinfo_veh670 routing_veh670;146.00;veh670;1;1632.27;1.03;0.00;28.21;veh_passenger;;0;0.00
557.00;552440232_0;40.90;13.93;172.00;0.69;-50344740#0_0;5.10;0.00;tripinfo_veh284 routing_veh284;385.00;veh284;1;4431.08;1.08;0.00;97.93;veh_passenger;;3;13.00
557.00;269103122#3_0;73.31;15.96;239.00;0.73;-48903014#5_0;5.10;0.00;tripinfo_veh395 routing_veh395;318.00;veh395;1;3267.30;1.19;0.00;118.90;veh_passenger;;5;29.00
558.00;61429336#3_0;72.17;6.72;86.00;0.95;329539307#2_0;5.10;0.00;tripinfo_veh141 routing_veh141;472.00;veh141;1;3789.29;0.95;0.00;125.52;veh_passenger;;5;51.00
558.00;42201281#1_0;81.88;6.93;164.00;0.53;542537657_0;5.10;0.00;tripinfo_veh271 routing_veh271;394.00;veh271;1;3441.24;0.96;0.00;107.59;veh_passenger;;6;37.00
558.00;511856585_0;21.49;2.99;308.00;0.96;-1178046260_0;5.10;16.25;tripinfo_veh509 routing_veh509;250.00;veh509;1;2485.94;1.17;0.00;88.47;veh_passenger;;5;20.00
559.00;-241308404_0;47.55;14.35;0.00;0.00;42201276#0_1;5.10;0.00;tripinfo_veh0 routing_veh0;559.00;veh0;1;7096.24;1.06;0.00;108.24;veh_passenger;;5;15.00
559.00;1237913757_0;33.73;1.32;56.00;0.50;544580387#0_1;5.10;12.39;tripinfo_veh92 routing_veh92;503.00;veh92;1;4768.44;0.89;0.00;92.92;veh_passenger;;4;34.00
559.00;-45393773#5_0;22.28;12.07;86.00;0.34;542416843#0_0;5.10;15.47;tripinfo_veh142 routing_veh142;473.00;veh142;1;4151.16;1.11;0.00;147.22;veh_passenger;;8;47.00
559.00;45393768#3_0;12.29;13.70;218.00;0.84;333660113_0;5.10;0.00;tripinfo_veh360 routing_veh360;341.00;veh360;1;2783.43;1.03;0.00;126.87;veh_passenger;;8;61.00
559.00;405513788_0;27.18;8.12;317.00;0.31;42201260#3_1;5.10;0.00;tripinfo_veh525 routing_veh525;242.00;veh525;1;4966.95;1.07;0.00;39.06;veh_passenger;;0;0.00
562.00;241299705_0;26.87;13.21;189.00;0.80;397464997#0_0;5.10;0.00;tripinfo_veh312 routing_veh312;373.00;veh312;1;3436.82;0.99;0.00;108.66;veh_passenger;;2;38.00
563.00;45393787#5_0;66.10;12.80;253.00;0.85;-241308401_0;5.10;13.58;tripinfo_veh418 routing_veh418;310.00;veh418;1;3150.69;0.98;0.00;72.85;veh_passenger;;3;31.00
564.00;573216739#0_0;21.26;12.79;468.00;0.51;-894857833_0;5.10;13.21;tripinfo_veh775 routing_veh775;96.00;veh775;1;936.47;0.95;0.00;18.49;veh_passenger;;1;4.00
565.00;241515847_0;47.30;8.40;66.00;0.85;-398051548#1_0;5.10;14.37;tripinfo_veh108 routing_veh108;499.00;veh108;1;5070.33;1.03;0.00;134.49;veh_passenger;;6;49.00
565.00;241515845_0;69.05;11.31;408.00;0.83;-91013768_0;5.10;12.24;tripinfo_veh675 routing_veh675;157.00;veh675;1;1479.07;0.88;0.00;30.88;veh_passenger;;1;3.00
565.00;533687777#4_0;91.45;12.07;445.00;0.43;102321874#1_0;5.10;0.00;tripinfo_veh737 routing_veh737;120.00;veh737;1;1227.36;0.87;0.00;14.60;veh_passenger;;0;0.00
566.00;49222375_1;21.79;6.87;163.00;0.13;-269102909#1_0;5.10;0.00;tripinfo_veh270 routing_veh270;403.00;veh270;1;3026.93;0.92;0.00;97.52;veh_passenger;;4;38.00
567.00;1148504188#2_0;219.47;14.01;61.00;0.07;-31960451_0;5.10;0.00;tripinfo_veh101 routing_veh101;506.00;veh101;1;5574.08;1.06;0.00;131.54;veh_passenger;;4;37.00
567.00;241308388_0;36.89;12.16;411.00;0.21;-329974455#5_0;5.10;0.00;tripinfo_veh681 routing_veh681;156.00;veh681;1;1322.54;0.94;0.00;32.16;veh_passenger;;1;14.00
568.00;48203231#5_0;32.23;14.86;297.00;0.22;-258714358_0;5.10;3.00;tripinfo_veh492 routing_veh492;271.00;veh492;1;2742.67;1.08;0.00;48.10;veh_passenger;;1;12.00
568.00;48860950#8_0;48.30;13.14;327.00;0.66;86134858#7_0;5.10;0.00;tripinfo_veh541 routing_veh541;241.00;veh541;1;2071.52;0.99;0.00;66.52;veh_passenger;;2;34.00
570.00;320869210#1_0;46.13;15.54;194.00;0.97;533687777#1_1;5.10;0.00;tripinfo_veh320 routing_veh320;376.00;veh320;1;3816.17;1.13;0.00;128.14;veh_passenger;;5;47.00
571.00;61429336#3_0;72.17;8.66;49.00;0.74;-484829770_0;5.10;3.02;tripinfo_veh80 routing_veh80;522.00;veh80;1;5291.39;1.09;0.00;130.17;veh_passenger;;8;32.00
571.00;400451215_0;75.64;9.14;390.00;0.92;82884817#1_0;5.10;0.00;tripinfo_veh645 routing_veh645;181.00;veh645;1;1545.88;1.22;0.00;65.74;veh_passenger;;2;6.00
572.00;338566778#1_0;79.44;7.65;28.00;0.25;49217109#3_0;5.10;0.00;tripinfo_veh46 routing_veh46;544.00;veh46;1;4006.46;1.00;0.00;171.15;veh_passenger;;6;89.00
572.00;48548047_0;64.17;2.69;111.00;0.01;397524543_0;5.10;14.30;tripinfo_veh184 routing_veh184;461.00;veh184;1;4328.46;1.03;0.00;100.45;veh_passenger;;2;17.00
572.00;406261768#1_0;51.96;8.74;225.00;4.83;515262996_0;5.10;0.00;tripinfo_veh365 routing_veh365;347.00;veh365;1;3729.61;1.19;0.00;116.18;veh_passenger;;3;55.00
572.00;42207960_0;64.91;4.93;356.00;0.70;62202961#3_0;5.10;0.00;tripinfo_veh589 routing_veh589;216.00;veh589;1;2086.74;1.02;0.00;53.82;veh_passenger;;2;14.00
573.00;116672828#2_0;2.84;16.05;303.00;0.18;-422705698#1_0;5.10;10.04;tripinfo_veh502 routing_veh502;270.00;veh502;1;2761.07;1.16;0.00;90.93;veh_passenger;;5;30.00
573.00;400014712_0;63.71;12.49;310.00;0.55;48548018#1_1;5.10;0.00;tripinfo_veh513 routing_veh513;263.00;veh513;1;1915.28;0.93;0.00;110.63;veh_passenger;;6;62.00
574.00;-48913907#1_0;38.98;10.87;215.00;0.25;-1185480832_0;5.10;11.32;tripinfo_veh356 routing_veh356;359.00;veh356;1;3538.39;0.82;0.00;67.66;veh_passenger;;1;11.00
575.00;402525979_1;122.94;11.54;4.00;0.98;-475612442_0;5.10;11.54;tripinfo_veh5 routing_veh5;571.00;veh5;1;5981.51;0.83;0.00;119.69;veh_passenger;;5;49.00
576.00;-1190070844_0;0.20;8.52;24.00;0.47;-48913915_0;5.10;0.00;tripinfo_veh39 routing_veh39;552.00;veh39;1;4282.33;0.90;0.00;162.03;veh_passenger;;8;76.00
576.00;325042057#2_0;56.10;28.10;314.00;0.33;-305296365#8_0;5.10;0.00;tripinfo_veh520 routing_veh520;262.00;veh520;1;3179.62;1.05;0.00;65.73;veh_passenger;;1;8.00
577.00;1160030823#2_0;11.47;7.69;321.00;0.69;48203218#1_0;5.10;0.00;tripinfo_veh531 routing_veh531;256.00;veh531;1;1987.93;1.05;0.00;106.86;veh_passenger;;4;35.00
579.00;-402510057_0;67.69;15.06;208.00;0.49;534538265#1_0;4.94;0.00;tripinfo_veh344 routing_veh344;371.00;veh344;1;3227.96;1.17;0.00;149.69;veh_passenger;;6;61.00
579.00;39525772#8_0;91.64;6.93;457.00;0.97;604749601#0_0;5.10;0.00;tripinfo_veh756 routing_veh756;122.00;veh756;1;754.63;0.99;0.00;28.65;veh_passenger;;2;11.00
580.00;107405952#2_0;27.03;24.33;225.00;0.00;48853355_0;5.10;15.84;tripinfo_veh373 routing_veh373;355.00;veh373;1;4076.87;1.14;0.00;116.26;veh_passenger;;5;46.00
580.00;542397044#2_0;46.79;9.22;361.00;0.88;48537817#0_0;5.10;0.00;tripinfo_veh597 routing_veh597;219.00;veh597;1;1659.37;1.12;0.00;83.33;veh_passenger;;3;48.00
580.00;542537665_0;101.52;5.96;370.00;0.83;-241299705_0;5.10;12.10;tripinfo_veh612 routing_veh612;210.00;veh612;1;1866.55;0.87;0.00;31.67;veh_passenger;;1;2.00
581.00;48537817#3_0;66.75;13.33;412.00;0.61;534903524#1_0;5.10;0.00;tripinfo_veh682 routing_veh682;169.00;veh682;1;1862.59;1.00;0.00;30.70;veh_passenger;;1;5.00
582.00;404946324#1_0;64.72;2.63;36.00;0.41;48859295#4_0;5.10;0.00;tripinfo_veh59 routing_veh59;546.00;veh59;1;5436.12;1.02;0.00;126.36;veh_passenger;;9;34.00
583.00;49222367#10_0;24.30;9.06;129.00;0.51;48548056#5_1;5.10;0.00;tripinfo_veh213 routing_veh213;454.00;veh213;1;4522.85;1.10;0.00;121.19;veh_passenger;;7;35.00
583.00;397524546_0;44.49;2.23;151.00;0.80;-325042064_0;5.10;2.70;tripinfo_veh249 routing_veh249;432.00;veh249;1;3658.73;0.97;0.00;142.00;veh_passenger;;6;65.00
583.00;304931056_0;38.39;6.96;257.00;0.63;563376160#1_0;5.10;0.00;tripinfo_veh425 routing_veh425;326.00;veh425;1;2773.61;0.92;0.00;57.79;veh_passenger;;2;18.00
583.00;894857854_0;35.64;12.62;298.00;0.61;400006774#0_1;5.10;0.00;tripinfo_veh493 routing_veh493;285.00;veh493;1;2175.88;0.99;0.00;97.83;veh_passenger;;6;38.00
584.00;304930425#1_0;33.37;12.89;378.00;0.99;400679084#9_0;5.10;0.00;tripinfo_veh625 routing_veh625;206.00;veh625;1;2144.89;1.02;0.00;38.69;veh_passenger;;1;4.00
586.00;542542867#3_0;193.40;10.54;232.00;0.36;-511120901#3_0;5.10;0.00;tripinfo_veh384 routing_veh384;354.00;veh384;1;3193.57;0.84;0.00;81.48;veh_passenger;;2;18.00
587.00;48903021_0;138.17;12.61;435.00;0.08;558903818#4_1;5.10;0.00;tripinfo_veh721 routing_veh721;152.00;veh721;1;1320.07;0.99;0.00;50.57;veh_passenger;;3;18.00
588.00;208769660_0;14.70;14.20;25.00;0.87;402179134_1;5.10;0.00;tripinfo_veh40 routing_veh40;563.00;veh40;1;6877.72;1.03;0.00;153.56;veh_passenger;;4;87.00
588.00;86484915_0;29.82;12.96;144.00;0.43;542542864_0;5.10;13.31;tripinfo_veh238 routing_veh238;444.00;veh238;1;4740.95;0.96;0.00;80.36;veh_passenger;;4;12.00
588.00;542537667#0_0;20.53;8.83;153.00;0.39;48548077_1;5.10;0.00;tripinfo_veh253 routing_veh253;435.00;veh253;1;4351.37;0.93;0.00;87.90;veh_passenger;;6;19.00
588.00;48548048_0;50.98;7.80;178.00;0.65;-242074466_0;5.10;13.45;tripinfo_veh294 routing_veh294;410.00;veh294;1;5165.68;0.97;0.00;68.60;veh_passenger;;4;19.00
588.00;42456625#6_1;35.36;13.02;333.00;0.02;532135453#0_0;5.10;0.00;tripinfo_veh552 routing_veh552;255.00;veh552;1;2117.18;1.17;0.00;108.85;veh_passenger;;4;54.00
588.00;-40972473#3_0;239.58;26.03;340.00;3.40;-552272187#2_0;5.10;0.00;tripinfo_veh558 routing_veh558;248.00;veh558;1;3547.02;0.98;0.00;43.10;veh_passenger;;0;0.00
589.00;-45393801#0_0;90.86;12.64;229.00;0.38;400049837#3_0;5.10;0.00;tripinfo_veh379 routing_veh379;360.00;veh379;1;2788.79;0.93;0.00;81.64;veh_passenger;;2;27.00
589.00;554582106#8_0;47.18;7.48;328.00;0.45;48548056#1_1;5.10;0.00;tripinfo_veh543 routing_veh543;261.00;veh543;1;2094.26;1.02;0.00;44.04;veh_passenger;;0;0.00
590.00;-894857836_0;36.56;14.18;216.00;0.05;61429336#3_1;5.10;0.00;tripinfo_veh358 routing_veh358;374.00;veh358;1;3955.43;1.03;0.00;80.77;veh_passenger;;1;23.00
591.00;42207958#10_1;102.92;12.93;270.00;0.96;-154978056#3_0;5.10;9.73;tripinfo_veh446 routing_veh446;321.00;veh446;1;5238.36;1.17;0.00;61.54;veh_passenger;;0;0.00
591.00;252659492_0;78.80;14.48;304.00;0.58;552272187#0_0;5.10;0.00;tripinfo_veh503 routing_veh503;287.00;veh503;1;2933.27;1.13;0.00;71.64;veh_passenger;;2;19.00
592.00;404946324#1_0;64.72;1.93;154.00;0.18;-1179951483_0;5.10;13.72;tripinfo_veh255 routing_veh255;438.00;veh255;1;5618.03;0.99;0.00;81.60;veh_passenger;;1;22.00
592.00;-304027275#5_0;36.00;14.42;416.00;0.38;-606419594_0;5.10;15.55;tripinfo_veh689 routing_veh689;176.00;veh689;1;2125.02;1.13;0.00;41.67;veh_passenger;;0;0.00
593.00;61426867#3_1;5.62;20.16;375.00;0.40;-269103491_0;5.10;3.87;tripinfo_veh621 routing_veh621;218.00;veh621;1;1916.89;0.93;0.00;38.69;veh_passenger;;1;6.00
594.00;310114805#2_0;417.52;15.97;23.00;0.68;42456620#2_0;5.10;0.00;tripinfo_veh37 routing_veh37;571.00;veh37;1;6108.26;1.18;0.00;176.82;veh_passenger;;7;67.00
595.00;389763220#0_1;27.59;13.14;246.00;0.49;552506217#1_0;5.10;0.00;tripinfo_veh407 routing_veh407;349.00;veh407;1;3479.67;0.98;0.00;85.71;veh_passenger;;4;39.00
597.00;445106174#2_0;52.53;12.59;259.00;0.22;552447255#1_0;5.10;0.00;tripinfo_veh429 routing_veh429;338.00;veh429;1;3470.37;0.97;0.00;51.79;veh_passenger;;1;5.00
598.00;217059189_1;127.01;13.57;99.00;0.07;510583030_0;5.10;13.44;tripinfo_veh164 routing_veh164;499.00;veh164;1;4830.12;0.99;0.00;142.44;veh_passenger;;5;70.00
598.00;264452213#1_0;14.26;9.68;502.00;0.73;49222366#3_0;5.10;0.00;tripinfo_veh831 routing_veh831;96.00;veh831;1;1020.50;1.19;0.00;9.20;veh_passenger;;0;0.00
599.00;48537831_0;124.49;14.91;7.00;0.97;494076767#3_1;5.10;0.00;tripinfo_veh10 routing_veh10;592.00;veh10;1;5652.26;1.09;0.00;146.00;veh_passenger;;5;45.00
599.00;59829982#4_0;21.19;11.26;239.00;1.33;-329974455#4_0;5.10;0.00;tripinfo_veh394 routing_veh394;360.00;veh394;1;3022.61;0.90;0.00;97.60;veh_passenger;;4;46.00
599.00;45427982_0;102.76;14.59;300.00;0.20;45388030#0_0;5.10;0.00;tripinfo_veh497 routing_veh497;299.00;veh497;1;2816.99;1.06;0.00;71.53;veh_passenger;;3;31.00
599.00;86484895_0;58.61;14.12;449.00;0.21;45393819#1_1;5.10;0.00;tripinfo_veh744 routing_veh744;150.00;veh744;1;1403.37;1.09;0.00;36.22;veh_passenger;;1;16.00
600.00;402219380#1_0;174.14;13.53;49.00;0.14;542542889#1_0;5.10;0.00;tripinfo_veh81 routing_veh81;551.00;veh81;1;6620.62;1.03;0.00;101.70;veh_passenger;;2;17.00
600.00;397300508_0;1.35;10.37;57.00;0.90;-404961940_0;5.10;0.00;tripinfo_veh93 routing_veh93;543.00;veh93;1;4712.98;0.83;0.00;124.37;veh_passenger;;6;54.00
600.00;311431488_0;35.17;15.45;162.00;0.94;-86484918#1_0;5.10;0.00;tripinfo_veh267 routing_veh267;438.00;veh267;1;4309.73;1.13;0.00;141.83;veh_passenger;;5;49.00
601.00;365109899#1_0;116.12;7.24;169.00;0.70;47861224#0_0;5.10;0.00;tripinfo_veh279 routing_veh279;432.00;veh279;1;4170.45;0.87;0.00;74.42;veh_passenger;;2;6.00
601.00;-61426878#2_0;55.83;7.70;294.00;0.84;48547986#3_1;5.10;0.00;tripinfo_veh486 routing_veh486;307.00;veh486;1;2927.70;0.98;0.00;69.76;veh_passenger;;3;20.00
603.00;48903042_0;91.01;10.86;280.00;0.71;-503636474#1_0;5.10;0.00;tripinfo_veh463 routing_veh463;323.00;veh463;1;2541.17;0.86;0.00;84.37;veh_passenger;;4;33.00
603.00;49222369#1_0;99.92;3.97;394.00;0.10;535309213#1_1;5.10;0.00;tripinfo_veh653 routing_veh653;209.00;veh653;1;1303.07;0.93;0.00;24.52;veh_passenger;;0;0.00
603.00;48903023#1_0;38.64;14.43;470.00;0.09;240449700#1_0;5.10;0.00;tripinfo_veh779 routing_veh779;133.00;veh779;1;1328.32;1.05;0.00;24.81;veh_passenger;;0;0.00
604.00;333660127_0;68.92;11.82;289.00;0.06;-613423021_0;5.10;2.43;tripinfo_veh479 routing_veh479;315.00;veh479;1;1866.37;0.87;0.00;110.81;veh_passenger;;5;63.00
605.00;740080580#5_0;51.02;13.16;111.00;0.61;-102321728#12_0;5.10;14.25;tripinfo_veh183 routing_veh183;494.00;veh183;1;4466.03;1.03;0.00;154.24;veh_passenger;;8;69.00
605.00;48903049#2_0;4.52;12.54;349.00;0.34;-107405952#7_0;5.10;21.81;tripinfo_veh578 routing_veh578;256.00;veh578;1;2844.07;0.98;0.00;89.11;veh_passenger;;2;57.00
607.00;48547993#1_0;0.20;13.67;460.00;0.95;542537659#8_0;5.10;0.00;tripinfo_veh761 routing_veh761;147.00;veh761;1;1574.31;1.05;0.00;37.15;veh_passenger;;1;5.00
608.00;40972468_0;53.23;16.52;268.00;0.17;-514836098_0;5.10;12.25;tripinfo_veh444 routing_veh444;340.00;veh444;1;3536.31;0.88;0.00;40.01;veh_passenger;;1;1.00
609.00;48963738#1_0;40.82;13.46;185.00;0.42;397470317_0;5.10;0.00;tripinfo_veh306 routing_veh306;424.00;veh306;1;3132.78;0.98;0.00;172.53;veh_passenger;;6;108.00
609.00;300733514#2_0;7.85;14.94;224.00;0.21;-404950433#1_0;5.10;0.00;tripinfo_veh371 routing_veh371;385.00;veh371;1;3690.63;1.11;0.00;150.43;veh_passenger;;4;52.00
609.00;98607718_0;22.52;11.05;253.00;0.25;634981620_0;5.10;13.45;tripinfo_veh419 routing_veh419;356.00;veh419;1;3032.75;0.97;0.00;61.23;veh_passenger;;2;12.00
610.00;249653686#5_1;118.89;13.70;240.00;0.52;29223062#1_1;5.10;0.00;tripinfo_veh397 routing_veh397;370.00;veh397;1;3170.88;1.07;0.00;83.28;veh_passenger;;4;14.00
