tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2190.00;1180574865_0;382.30;12.92;1897.00;0.48;48548033#1_0;5.10;0.00;tripinfo_veh3144 routing_veh3144;293.00;veh3144;1;4164.75;0.96;0.00;49.10;veh_passenger;;1;13.00
2190.00;81508871#0_0;95.99;14.09;2086.00;0.67;-258854962#1_0;5.10;0.00;tripinfo_veh3457 routing_veh3457;104.00;veh3457;1;1169.89;1.09;0.00;23.81;veh_passenger;;1;5.00
2191.00;403665352_0;35.59;14.36;1482.00;0.50;39525772#8_1;5.10;0.00;tripinfo_veh2456 routing_veh2456;709.00;veh2456;1;6505.43;1.10;0.00;185.98;veh_passenger;;8;48.00
2191.00;347760563#1_1;6.00;11.62;2036.00;0.74;-241308379_0;5.10;0.00;tripinfo_veh3374 routing_veh3374;155.00;veh3374;1;1126.78;0.86;0.00;45.05;veh_passenger;;2;22.00
2192.00;242293615_0;56.16;12.73;1955.00;0.57;-48903082#1_0;5.10;0.00;tripinfo_veh3240 routing_veh3240;237.00;veh3240;1;2151.16;0.97;0.00;79.74;veh_passenger;;5;29.00
2193.00;1177752016_0;42.89;12.82;1813.00;0.93;-1177992123_0;5.10;13.19;tripinfo_veh3004 routing_veh3004;380.00;veh3004;1;3788.87;0.95;0.00;131.82;veh_passenger;;5;62.00
2193.00;400355097#0_1;37.16;11.46;1834.00;0.82;241299690#1_0;5.10;0.00;tripinfo_veh3039 routing_veh3039;359.00;veh3039;1;2681.68;0.91;0.00;112.81;veh_passenger;;4;51.00
2193.00;48903019#2_0;13.14;9.06;1868.00;0.44;-48144970#0_0;5.10;0.00;tripinfo_veh3096 routing_veh3096;325.00;veh3096;1;2672.71;0.89;0.00;134.07;veh_passenger;;4;65.00
2193.00;567060339#0_0;43.85;6.52;1954.00;0.78;-535363733_0;5.10;6.07;tripinfo_veh3238 routing_veh3238;239.00;veh3238;1;1579.16;0.88;0.00;47.77;veh_passenger;;3;13.00
2194.00;45393796#0_1;76.90;13.46;2059.00;0.22;-241299707_0;5.10;11.64;tripinfo_veh3413 routing_veh3413;135.00;veh3413;1;1187.79;1.06;0.00;28.12;veh_passenger;;1;8.00
2195.00;269103111#1_1;14.78;10.69;1842.00;0.98;-48903056_0;5.10;13.74;tripinfo_veh3052 routing_veh3052;353.00;veh3052;1;2894.99;0.99;0.00;136.36;veh_passenger;;6;72.00
2197.00;42143918#16_0;94.90;8.00;1720.00;0.83;81508865#2_0;0.20;0.00;tripinfo_veh2850 routing_veh2850;477.00;veh2850;1;4861.08;1.09;0.00;113.10;veh_passenger;;3;38.00
2197.00;548284678#0_0;16.48;11.59;1869.00;0.83;-247314655_0;5.10;4.79;tripinfo_veh3097 routing_veh3097;328.00;veh3097;1;2488.96;0.86;0.00;105.39;veh_passenger;;4;45.00
2198.00;404961427_0;47.84;1.70;1716.00;4.07;82880732#3_1;5.10;0.00;tripinfo_veh2838 routing_veh2838;482.00;veh2838;1;4617.58;1.00;0.00;149.85;veh_passenger;;4;60.00
2198.00;404105016#0_1;37.05;3.35;1877.00;0.99;759751783_0;4.50;6.97;tripinfo_veh3110 routing_veh3110;321.00;veh3110;1;2815.54;1.10;0.00;108.12;veh_passenger;;4;52.00
2198.00;48903081#0_0;22.17;9.78;2141.00;0.78;-48903056_0;5.10;13.78;tripinfo_veh3548 routing_veh3548;57.00;veh3548;1;547.62;0.99;0.00;13.93;veh_passenger;;0;0.00
2199.00;258713789#2_0;32.29;11.35;1662.00;0.74;404414858_0;5.10;0.00;tripinfo_veh2754 routing_veh2754;537.00;veh2754;1;4755.14;0.86;0.00;105.49;veh_passenger;;5;29.00
2199.00;543403942#2_1;27.00;7.16;1825.00;0.87;-241515819_0;5.10;8.94;tripinfo_veh3024 routing_veh3024;374.00;veh3024;1;3821.72;1.07;0.00;108.71;veh_passenger;;5;47.00
2199.00;-552463870#0_0;46.48;15.30;1898.00;0.88;-242293674#6_0;5.10;0.00;tripinfo_veh3145 routing_veh3145;301.00;veh3145;1;3902.85;1.14;0.00;47.54;veh_passenger;;0;0.00
2199.00;208769656#7_0;8.63;11.60;1939.00;0.26;-552616912_0;5.10;13.92;tripinfo_veh3214 routing_veh3214;260.00;veh3214;1;2947.75;1.07;0.00;47.33;veh_passenger;;2;8.00
2200.00;-420553737_0;28.98;11.97;1758.00;0.22;45393784#2_1;5.10;0.00;tripinfo_veh2914 routing_veh2914;442.00;veh2914;1;4054.79;0.89;0.00;98.78;veh_passenger;;5;34.00
2201.00;45393819#6_1;45.86;10.95;1617.00;0.38;84012038#2_0;5.10;0.00;tripinfo_veh2680 routing_veh2680;584.00;veh2680;1;5649.42;0.99;0.00;187.08;veh_passenger;;9;71.00
2201.00;404965417_0;5.19;10.24;1995.00;0.76;-48581498#1_0;5.10;0.00;tripinfo_veh3306 routing_veh3306;206.00;veh3306;1;2401.63;1.06;0.00;48.68;veh_passenger;;0;0.00
2202.00;714065877#0_0;39.43;12.89;1810.00;0.35;897190043#2_0;5.10;0.00;tripinfo_veh3000 routing_veh3000;392.00;veh3000;1;4095.81;0.93;0.00;74.65;veh_passenger;;3;12.00
2202.00;242069224_0;100.58;11.71;1854.00;0.91;48547986#2_1;5.10;0.00;tripinfo_veh3072 routing_veh3072;348.00;veh3072;1;3085.16;0.93;0.00;94.44;veh_passenger;;3;49.00
2202.00;-453516156_0;58.05;1.93;1931.00;0.10;-48903034_0;5.10;13.63;tripinfo_veh3201 routing_veh3201;271.00;veh3201;1;2487.76;0.98;0.00;60.68;veh_passenger;;2;11.00
2203.00;542406711#1_1;216.73;14.32;1882.00;0.56;241515815#0_0;5.10;0.00;tripinfo_veh3119 routing_veh3119;321.00;veh3119;1;3194.79;1.06;0.00;88.94;veh_passenger;;2;11.00
2205.00;543403942#3_0;58.93;15.65;1915.00;0.99;241515822_0;5.10;0.00;tripinfo_veh3173 routing_veh3173;290.00;veh3173;1;2957.09;1.18;0.00;106.32;veh_passenger;;6;39.00
2205.00;-48548035_0;24.27;7.95;1995.00;0.16;338566775#1_0;5.10;0.00;tripinfo_veh3307 routing_veh3307;210.00;veh3307;1;1808.23;0.99;0.00;73.06;veh_passenger;;4;39.00
2209.00;542537659#1_0;30.84;14.24;1970.00;0.49;-242069268_0;5.10;2.98;tripinfo_veh3265 routing_veh3265;239.00;veh3265;1;2121.54;1.07;0.00;89.26;veh_passenger;;4;49.00
2209.00;42454301#1_0;122.15;12.51;2019.00;0.63;404117715_0;5.10;12.83;tripinfo_veh3346 routing_veh3346;190.00;veh3346;1;1868.55;0.92;0.00;46.01;veh_passenger;;1;13.00
2210.00;405513789_0;57.69;6.87;1562.00;0.87;1079647159#0_1;5.10;0.00;tripinfo_veh2588 routing_veh2588;648.00;veh2588;1;6271.89;0.97;0.00;153.92;veh_passenger;;7;28.00
2210.00;-84618079#0_0;63.44;4.26;1656.00;0.77;29223062#2_0;5.10;0.00;tripinfo_veh2744 routing_veh2744;554.00;veh2744;1;4770.24;1.04;0.00;151.78;veh_passenger;;7;33.00
2210.00;402678848_0;44.75;14.39;1916.00;0.18;47198297#7_0;5.10;0.00;tripinfo_veh3176 routing_veh3176;294.00;veh3176;1;2431.02;1.11;0.00;80.27;veh_passenger;;4;12.00
2210.00;-84012034_0;41.94;13.81;1930.00;0.31;473351314#0_1;5.10;14.98;tripinfo_veh3199 routing_veh3199;280.00;veh3199;1;3609.58;1.08;0.00;44.74;veh_passenger;;1;3.00
2211.00;403680150#0_0;5.59;12.44;1723.00;0.21;320869210#0_0;5.10;13.65;tripinfo_veh2856 routing_veh2856;488.00;veh2856;1;4818.37;0.98;0.00;137.22;veh_passenger;;3;64.00
2211.00;548305060#0_1;39.81;22.77;1809.00;0.55;-242293674#1_0;5.10;0.00;tripinfo_veh2998 routing_veh2998;402.00;veh2998;1;4795.50;1.10;0.00;114.42;veh_passenger;;4;25.00
2211.00;397470326#2_0;46.45;7.80;1845.00;0.96;116672828#0_0;5.10;0.00;tripinfo_veh3057 routing_veh3057;366.00;veh3057;1;3326.59;0.98;0.00;110.78;veh_passenger;;4;36.00
2211.00;242069325_0;56.63;2.18;2118.00;0.70;-242293621_0;5.10;0.00;tripinfo_veh3510 routing_veh3510;93.00;veh3510;1;875.71;0.91;0.00;20.49;veh_passenger;;0;0.00
2212.00;511594517_1;67.83;5.96;1832.00;0.63;-509965327#1_0;5.10;11.95;tripinfo_veh3036 routing_veh3036;380.00;veh3036;1;3041.70;0.86;0.00;79.52;veh_passenger;;3;34.00
2212.00;605357314#1_0;186.43;13.21;1968.00;0.91;45393810#6_0;5.10;0.00;tripinfo_veh3261 routing_veh3261;244.00;veh3261;1;2501.46;1.04;0.00;61.22;veh_passenger;;3;13.00
2213.00;542416845#1_0;95.20;14.56;1446.00;0.09;281700087#0_0;5.10;0.00;tripinfo_veh2397 routing_veh2397;767.00;veh2397;1;8463.37;1.09;0.00;213.74;veh_passenger;;5;79.00
2213.00;-48537835_0;85.09;14.16;1826.00;0.06;-333370734#3_0;5.10;0.00;tripinfo_veh3027 routing_veh3027;387.00;veh3027;1;3385.46;1.02;0.00;126.61;veh_passenger;;6;53.00
2213.00;91013798_0;94.13;7.30;1861.00;0.68;403724108_0;5.10;0.00;tripinfo_veh3084 routing_veh3084;352.00;veh3084;1;3354.76;0.91;0.00;49.04;veh_passenger;;0;0.00
2214.00;404946321_0;71.75;2.21;1340.00;0.25;42492699#5_1;5.10;0.00;tripinfo_veh2221 routing_veh2221;874.00;veh2221;1;7209.67;0.92;0.00;207.96;veh_passenger;;9;76.00
2214.00;-48581480#1_0;22.54;10.63;2089.00;0.66;548284673#1_1;5.10;0.00;tripinfo_veh3462 routing_veh3462;125.00;veh3462;1;1099.99;1.01;0.00;24.92;veh_passenger;;1;2.00
2215.00;40668068#5_0;35.84;14.43;1772.00;0.95;118367899_0;5.10;17.92;tripinfo_veh2936 routing_veh2936;443.00;veh2936;1;4951.99;1.29;0.00;112.53;veh_passenger;;6;29.00
2215.00;542415588_0;24.90;11.90;1772.00;0.35;-1191979851_0;5.10;11.96;tripinfo_veh2937 routing_veh2937;443.00;veh2937;1;4144.52;0.86;0.00;69.73;veh_passenger;;3;13.00
2216.00;81508867#2_0;14.30;13.59;1950.00;0.40;338566775#2_0;0.71;0.00;tripinfo_veh3232 routing_veh3232;266.00;veh3232;1;3166.76;1.07;0.00;45.59;veh_passenger;;0;0.00
2217.00;400449634#3_1;94.15;13.68;1889.00;0.93;871372276_0;5.10;0.00;tripinfo_veh3130 routing_veh3130;328.00;veh3130;1;2449.67;1.06;0.00;161.76;veh_passenger;;7;93.00
2218.00;49222366#4_0;65.63;8.12;1877.00;0.39;410367029_0;5.10;0.00;tripinfo_veh3111 routing_veh3111;341.00;veh3111;1;3427.38;1.01;0.00;53.78;veh_passenger;;2;9.00
2219.00;101892848#3_0;37.79;11.60;1759.00;0.62;347760559#6_1;5.10;0.00;tripinfo_veh2915 routing_veh2915;460.00;veh2915;1;3851.20;0.89;0.00;86.16;veh_passenger;;4;23.00
2219.00;249651164_0;77.63;3.07;1852.00;0.72;894843681#1_0;5.10;0.00;tripinfo_veh3069 routing_veh3069;367.00;veh3069;1;3331.38;1.11;0.00;127.00;veh_passenger;;4;37.00
2219.00;303119548_0;17.32;7.03;2155.00;0.91;334948975#3_1;5.10;0.00;tripinfo_veh3571 routing_veh3571;64.00;veh3571;1;512.89;0.87;0.00;14.82;veh_passenger;;1;6.00
2220.00;-48538966#0_0;34.03;7.58;1729.00;0.78;86484901#0_0;5.10;0.00;tripinfo_veh2865 routing_veh2865;491.00;veh2865;1;4080.10;0.96;0.00;155.49;veh_passenger;;8;68.00
2220.00;473373906#3_0;108.81;11.02;1770.00;0.16;480936960#1_1;5.10;0.00;tripinfo_veh2934 routing_veh2934;450.00;veh2934;1;3552.31;0.84;0.00;168.23;veh_passenger;;5;94.00
2220.00;48538971#0_0;48.31;9.05;1943.00;0.64;-48102262#3_0;5.10;0.00;tripinfo_veh3220 routing_veh3220;277.00;veh3220;1;2370.68;1.10;0.00;89.56;veh_passenger;;2;37.00
2221.00;241299723_0;85.42;14.03;1831.00;0.84;484829765#1_1;5.10;0.00;tripinfo_veh3034 routing_veh3034;390.00;veh3034;1;4592.26;1.08;0.00;76.71;veh_passenger;;3;28.00
2222.00;534538263#0_0;35.26;10.58;1293.00;0.91;399285448#2_0;3.48;0.00;tripinfo_veh2142 routing_veh2142;929.00;veh2142;1;6364.54;0.82;0.00;236.25;veh_passenger;;14;107.00
2223.00;402219379#4_0;56.21;7.96;1747.00;0.08;241299696_0;5.10;0.00;tripinfo_veh2896 routing_veh2896;476.00;veh2896;1;4323.69;1.05;0.00;160.31;veh_passenger;;6;59.00
2223.00;402191972_0;17.59;8.32;2158.00;0.89;402219376#1_1;5.10;0.00;tripinfo_veh3576 routing_veh3576;65.00;veh3576;1;948.00;1.14;0.00;9.31;veh_passenger;;0;0.00
2225.00;-404946443_0;93.77;10.40;1728.00;0.99;49217105#1_0;5.10;0.00;tripinfo_veh2863 routing_veh2863;497.00;veh2863;1;3841.93;0.83;0.00;110.83;veh_passenger;;5;44.00
2225.00;404962644_0;58.79;11.85;1787.00;0.27;42454301#1_0;5.10;0.00;tripinfo_veh2962 routing_veh2962;438.00;veh2962;1;4335.60;0.93;0.00;98.38;veh_passenger;;4;36.00
2226.00;48548010#0_1;41.07;11.43;1934.00;0.08;-304930431#1_0;5.10;13.95;tripinfo_veh3206 routing_veh3206;292.00;veh3206;1;3287.28;1.00;0.00;50.50;veh_passenger;;1;1.00
2226.00;-48537838#6_0;86.56;8.12;2042.00;0.71;-29223186#3_0;5.10;0.00;tripinfo_veh3384 routing_veh3384;184.00;veh3384;1;1711.59;1.11;0.00;50.21;veh_passenger;;3;9.00
2227.00;-61429489#2_0;153.65;13.18;1752.00;0.25;402191975_1;5.10;0.00;tripinfo_veh2904 routing_veh2904;475.00;veh2904;1;3970.84;1.02;0.00;125.66;veh_passenger;;5;55.00
2229.00;91013781#0_0;48.52;11.61;1819.00;0.90;304027275#19_0;5.10;0.00;tripinfo_veh3014 routing_veh3014;410.00;veh3014;1;4108.00;0.92;0.00;112.40;veh_passenger;;4;33.00
2229.00;61426872#8_0;90.44;7.38;1969.00;0.10;542395213#2_0;5.10;0.00;tripinfo_veh3264 routing_veh3264;260.00;veh3264;1;2107.69;0.97;0.00;81.40;veh_passenger;;6;35.00
2229.00;241515860_0;113.08;13.76;2074.00;0.14;-304932111#1_0;5.10;7.13;tripinfo_veh3438 routing_veh3438;155.00;veh3438;1;1794.76;1.07;0.00;24.95;veh_passenger;;1;1.00
2230.00;748656873_0;42.99;2.31;1953.00;0.38;-48548030_0;5.10;0.00;tripinfo_veh3237 routing_veh3237;277.00;veh3237;1;3923.09;1.08;0.00;66.29;veh_passenger;;1;4.00
2231.00;552440232_0;40.90;13.41;1692.00;0.58;-326566170#4_0;5.10;13.77;tripinfo_veh2804 routing_veh2804;539.00;veh2804;1;5920.48;0.99;0.00;120.70;veh_passenger;;4;31.00
2231.00;542397044#1_0;46.51;7.43;1796.00;0.22;-241515862_0;5.10;13.49;tripinfo_veh2977 routing_veh2977;435.00;veh2977;1;4630.56;0.97;0.00;78.21;veh_passenger;;2;19.00
2231.00;1180174775#1_0;46.00;12.51;1818.00;0.50;-45427986_0;5.10;0.00;tripinfo_veh3013 routing_veh3013;413.00;veh3013;1;4346.61;0.91;0.00;113.37;veh_passenger;;1;48.00
2231.00;48537876#1_0;78.11;11.79;1959.00;0.35;-48903034_0;5.10;12.21;tripinfo_veh3247 routing_veh3247;272.00;veh3247;1;2476.19;0.88;0.00;69.91;veh_passenger;;3;31.00
2231.00;-894588817_0;45.27;14.59;1996.00;0.55;453414001_0;5.10;3.14;tripinfo_veh3308 routing_veh3308;235.00;veh3308;1;2367.26;1.13;0.00;43.30;veh_passenger;;1;1.00
2232.00;893245580#2_0;95.42;13.18;1922.00;0.75;35287032#8_1;5.10;0.00;tripinfo_veh3185 routing_veh3185;310.00;veh3185;1;2548.60;0.98;0.00;56.97;veh_passenger;;4;18.00
2232.00;-61426880#8_0;23.40;8.84;1991.00;0.98;-305296360#1_0;5.10;14.88;tripinfo_veh3299 routing_veh3299;241.00;veh3299;1;2688.28;1.07;0.00;32.22;veh_passenger;;0;0.00
2235.00;269103122#6_0;68.98;15.00;1723.00;0.81;-241299746_0;5.10;15.49;tripinfo_veh2855 routing_veh2855;512.00;veh2855;1;5243.07;1.11;0.00;166.07;veh_passenger;;10;47.00
2235.00;49217115#0_1;22.46;8.35;1914.00;2.40;553308443#3_0;5.10;0.00;tripinfo_veh3169 routing_veh3169;321.00;veh3169;1;2098.59;1.06;0.00;132.78;veh_passenger;;7;70.00
2235.00;410645793_0;19.41;2.40;2109.00;0.75;-208781828_0;5.10;9.12;tripinfo_veh3495 routing_veh3495;126.00;veh3495;1;1009.52;1.10;0.00;16.81;veh_passenger;;0;0.00
2236.00;509965324_0;26.14;10.21;2111.00;0.34;-1179951482#1_0;5.10;14.15;tripinfo_veh3499 routing_veh3499;125.00;veh3499;1;1290.14;1.02;0.00;21.81;veh_passenger;;0;0.00
2237.00;1180151577_0;39.24;10.07;1801.00;0.39;-346356360#6_0;5.10;0.00;tripinfo_veh2985 routing_veh2985;436.00;veh2985;1;4257.25;0.82;0.00;76.02;veh_passenger;;2;8.00
2237.00;-107405952#2_0;27.03;12.99;1881.00;0.17;-241308383_0;5.10;14.28;tripinfo_veh3118 routing_veh3118;356.00;veh3118;1;3832.73;1.03;0.00;77.55;veh_passenger;;2;14.00
2237.00;252659496_0;49.06;13.71;1896.00;0.69;503636474#4_0;5.10;0.00;tripinfo_veh3142 routing_veh3142;341.00;veh3142;1;3218.72;1.02;0.00;81.16;veh_passenger;;5;27.00
2237.00;45427977#5_0;198.63;12.54;1919.00;0.77;-208769665_0;5.10;13.38;tripinfo_veh3180 routing_veh3180;318.00;veh3180;1;3001.56;0.96;0.00;82.66;veh_passenger;;3;42.00
2237.00;398039038_0;46.48;12.76;2011.00;0.47;-606419594_0;5.10;13.08;tripinfo_veh3333 routing_veh3333;226.00;veh3333;1;2387.07;0.94;0.00;36.89;veh_passenger;;0;0.00
2238.00;-48853355_0;94.08;11.49;2036.00;0.14;42141325_0;5.10;0.00;tripinfo_veh3375 routing_veh3375;202.00;veh3375;1;1743.60;0.92;0.00;63.10;veh_passenger;;3;35.00
2239.00;304930427_0;22.57;6.07;1791.00;0.65;368497498#1_1;5.10;0.00;tripinfo_veh2968 routing_veh2968;448.00;veh2968;1;3643.24;0.85;0.00;102.62;veh_passenger;;3;25.00
2240.00;-659915187_0;60.39;12.31;1886.00;0.34;-1181247814_0;5.10;12.14;tripinfo_veh3126 routing_veh3126;354.00;veh3126;1;3158.40;0.89;0.00;90.29;veh_passenger;;3;48.00
2240.00;47198284#1_0;31.77;16.06;1980.00;0.84;48548767_0;0.20;0.00;tripinfo_veh3281 routing_veh3281;260.00;veh3281;1;4534.32;1.16;0.00;51.05;veh_passenger;;1;3.00
2241.00;143471374_0;40.58;14.33;1947.00;0.42;-1239701773_0;5.10;15.06;tripinfo_veh3227 routing_veh3227;294.00;veh3227;1;1555.97;1.08;0.00;182.29;veh_passenger;;5;126.00
2242.00;529883376#5_0;79.32;8.44;1677.00;0.66;-405513786#2_0;5.10;0.00;tripinfo_veh2779 routing_veh2779;565.00;veh2779;1;6758.23;1.02;0.00;107.54;veh_passenger;;4;18.00
2242.00;-82880738#0_0;95.70;13.52;1902.00;0.66;473373906#2_0;5.10;0.00;tripinfo_veh3152 routing_veh3152;340.00;veh3152;1;3073.77;0.98;0.00;60.20;veh_passenger;;2;9.00
2243.00;-404966383#0_0;5.17;1.44;2082.00;0.29;534903493#4_0;5.10;0.00;tripinfo_veh3451 routing_veh3451;161.00;veh3451;1;1304.17;0.81;0.00;36.01;veh_passenger;;2;16.00
2244.00;-248268266#2_0;87.76;13.51;1913.00;0.80;241299727_0;5.10;0.00;tripinfo_veh3170 routing_veh3170;331.00;veh3170;1;3473.22;1.02;0.00;80.69;veh_passenger;;3;22.00
2244.00;553363959_1;98.94;6.86;1962.00;0.33;542416843#0_0;5.10;12.77;tripinfo_veh3252 routing_veh3252;282.00;veh3252;1;2329.89;0.92;0.00;39.30;veh_passenger;;1;5.00
2245.00;48581485#1_0;129.33;13.26;1811.00;0.74;337277981#3_1;4.23;0.00;tripinfo_veh3001 routing_veh3001;434.00;veh3001;1;3490.75;1.01;0.00;131.51;veh_passenger;;10;58.00
2245.00;628465848#0_0;66.80;13.33;1908.00;0.02;160630184#1_1;5.10;0.00;tripinfo_veh3163 routing_veh3163;337.00;veh3163;1;3016.24;1.00;0.00;130.05;veh_passenger;;5;61.00
2245.00;400460772_0;51.21;7.97;2004.00;0.11;406261770#3_0;5.10;0.00;tripinfo_veh3322 routing_veh3322;241.00;veh3322;1;2059.65;1.08;0.00;51.63;veh_passenger;;4;10.00
2246.00;399285452#3_0;180.51;6.87;1876.00;0.59;48547986#3_0;5.10;0.00;tripinfo_veh3109 routing_veh3109;370.00;veh3109;1;2642.97;0.95;0.00;68.95;veh_passenger;;4;14.00
2246.00;241308392_0;69.27;14.07;1936.00;0.88;48903206#0_0;5.10;14.38;tripinfo_veh3208 routing_veh3208;310.00;veh3208;1;2282.39;1.04;0.00;100.49;veh_passenger;;4;20.00
2246.00;47198297#1_0;35.99;11.63;2026.00;0.39;552506216_0;5.10;0.00;tripinfo_veh3358 routing_veh3358;220.00;veh3358;1;1861.19;0.92;0.00;55.25;veh_passenger;;3;26.00
2247.00;48538975#1_0;77.52;13.97;1724.00;0.61;-304931623_0;5.10;8.55;tripinfo_veh2857 routing_veh2857;523.00;veh2857;1;4465.02;1.03;0.00;129.61;veh_passenger;;7;51.00
2247.00;529883376#0_1;10.52;8.34;2029.00;0.98;-48537854_0;5.10;0.00;tripinfo_veh3362 routing_veh3362;218.00;veh3362;1;2178.00;1.00;0.00;52.35;veh_passenger;;3;10.00
2250.00;48102262#7_0;58.86;10.38;2006.00;0.90;102321745_0;5.10;13.18;tripinfo_veh3324 routing_veh3324;244.00;veh3324;1;2231.90;0.95;0.00;41.68;veh_passenger;;2;6.00
2250.00;-160535591#0_0;40.24;12.76;2033.00;0.15;-1240666981_0;5.10;13.61;tripinfo_veh3370 routing_veh3370;217.00;veh3370;1;2557.67;0.98;0.00;32.95;veh_passenger;;0;0.00
2251.00;-160535588#1_0;41.67;14.25;1883.00;0.96;42207928#0_0;5.10;0.00;tripinfo_veh3120 routing_veh3120;368.00;veh3120;1;3314.18;1.05;0.00;95.29;veh_passenger;;5;26.00
2251.00;48554695_1;0.20;9.53;1892.00;0.31;-81508886#1_0;5.10;0.00;tripinfo_veh3136 routing_veh3136;359.00;veh3136;1;2730.85;1.19;0.00;171.85;veh_passenger;;4;72.00
2251.00;48144960#9_0;7.83;14.01;2032.00;0.96;40668072#5_2;5.10;0.00;tripinfo_veh3367 routing_veh3367;219.00;veh3367;1;2593.28;1.02;0.00;36.86;veh_passenger;;1;7.00
2251.00;397312898#0_0;81.77;14.07;2101.00;0.59;301927572#1_0;5.10;0.00;tripinfo_veh3482 routing_veh3482;150.00;veh3482;1;1541.38;1.09;0.00;45.24;veh_passenger;;1;13.00
2253.00;50367490#1_0;95.08;13.47;2042.00;0.11;40972461#1_1;5.10;0.00;tripinfo_veh3385 routing_veh3385;211.00;veh3385;1;1971.81;0.97;0.00;61.55;veh_passenger;;3;24.00
2255.00;410645793_0;19.41;1.68;1811.00;0.14;-48538970_0;5.10;13.83;tripinfo_veh3002 routing_veh3002;444.00;veh3002;1;3048.57;1.00;0.00;98.00;veh_passenger;;3;46.00
2256.00;894857855_0;54.21;13.51;1909.00;0.42;208743551#3_0;5.10;0.00;tripinfo_veh3164 routing_veh3164;347.00;veh3164;1;3336.31;1.02;0.00;68.78;veh_passenger;;2;19.00
2258.00;400262215_0;109.32;12.45;1828.00;0.25;894843683_0;5.10;0.00;tripinfo_veh3030 routing_veh3030;430.00;veh3030;1;4089.63;0.94;0.00;100.08;veh_passenger;;4;40.00
2259.00;252225576#0_1;108.35;16.82;1699.00;0.94;-48548032#5_0;5.10;0.00;tripinfo_veh2815 routing_veh2815;560.00;veh2815;1;5441.76;1.01;0.00;166.65;veh_passenger;;9;74.00
2259.00;1179671499_0;74.22;14.43;1793.00;0.84;-398051548#1_0;5.10;14.83;tripinfo_veh2971 routing_veh2971;466.00;veh2971;1;4627.60;1.07;0.00;160.76;veh_passenger;;4;78.00
2260.00;42207942#0_0;93.54;7.10;1759.00;0.02;-769468025#1_0;5.10;0.00;tripinfo_veh2916 routing_veh2916;501.00;veh2916;1;3415.75;0.96;0.00;164.65;veh_passenger;;12;66.00
2260.00;649611900_0;62.90;12.51;1843.00;0.17;553331425_0;0.82;0.00;tripinfo_veh3055 routing_veh3055;417.00;veh3055;1;3989.91;0.99;0.00;137.54;veh_passenger;;7;70.00
2261.00;49217124#1_0;38.72;8.02;1834.00;0.22;-533241698#1_0;5.10;12.82;tripinfo_veh3040 routing_veh3040;427.00;veh3040;1;3131.87;0.99;0.00;107.32;veh_passenger;;7;41.00
2261.00;403002801#0_0;33.65;12.61;2039.00;0.12;45429565#1_0;5.10;0.00;tripinfo_veh3380 routing_veh3380;222.00;veh3380;1;2354.96;1.10;0.00;62.66;veh_passenger;;2;12.00
2262.00;-48538985#0_0;60.48;15.81;1819.00;0.30;-304932104#4_0;5.10;0.00;tripinfo_veh3015 routing_veh3015;443.00;veh3015;1;4593.09;1.14;0.00;73.14;veh_passenger;;3;15.00
2262.00;337277984#5_0;22.12;8.34;1938.00;0.46;45393812#1_0;5.10;0.00;tripinfo_veh3212 routing_veh3212;324.00;veh3212;1;3243.88;1.09;0.00;70.00;veh_passenger;;2;6.00
2262.00;326566170#2_0;31.59;14.23;1944.00;0.43;-252659498_0;5.10;3.12;tripinfo_veh3222 routing_veh3222;318.00;veh3222;1;3340.36;1.12;0.00;80.60;veh_passenger;;2;20.00
2262.00;310108974#6_0;80.04;11.77;2006.00;0.30;45429565#2_2;5.10;0.00;tripinfo_veh3325 routing_veh3325;256.00;veh3325;1;1687.81;1.09;0.00;117.81;veh_passenger;;4;89.00
2264.00;402506181_0;72.06;12.80;1815.00;0.52;-45421710#1_0;5.10;0.00;tripinfo_veh3008 routing_veh3008;449.00;veh3008;1;3476.52;0.96;0.00;103.90;veh_passenger;;6;36.00
2264.00;46227736_0;36.83;14.22;2074.00;0.74;-143471370_0;5.10;8.92;tripinfo_veh3437 routing_veh3437;190.00;veh3437;1;1763.10;1.07;0.00;54.76;veh_passenger;;2;25.00
2265.00;48203227#1_0;13.08;13.53;1940.00;0.05;1079647159#2_1;5.10;0.00;tripinfo_veh3216 routing_veh3216;325.00;veh3216;1;3048.63;0.98;0.00;66.00;veh_passenger;;2;23.00
2268.00;401855237#0_0;137.49;15.21;1841.00;0.58;453516156_0;5.10;3.18;tripinfo_veh3051 routing_veh3051;427.00;veh3051;1;4779.76;1.14;0.00;119.49;veh_passenger;;3;22.00
2269.00;283122504_0;55.05;15.17;1486.00;0.27;97279526#3_0;5.10;0.00;tripinfo_veh2463 routing_veh2463;783.00;veh2463;1;8125.41;1.13;0.00;321.42;veh_passenger;;12;131.00
